City,Magnitude,MMI,CDI,Latitude,Longitude,Time,Year,Month,Day
"5km ESE of Yucca Valley, California",4.03,,,34.101,-116.377,00:39:40,1992,06,29
"7km NE of Yucaipa, CA",4.48,,,34.0778333,-116.9866667,21:49:00,1992,06,30
"16km NW of Morongo Valley, CA",4.85,,,34.1301667,-116.7238333,21:22:54,1992,06,30
"13km E of Desert Hot Springs, CA",4.11,,,33.9786667,-116.36,20:05:06,1992,06,30
"36km NE of Lucerne Valley, CA",4.29,,,34.6423333,-116.6563333,20:00:25,1992,06,30
"36km NE of Lucerne Valley, CA",4.47,,,34.6438333,-116.6555,17:26:30,1992,06,30
"8km SSW of Joshua Tree, CA",4.2,,,34.0683333,-116.3571667,17:14:21,1992,06,30
"10km E of Big Bear City, California",4.18,,,34.2678333,-116.7396667,15:20:08,1992,06,30
"7km NNE of Yucca Valley, CA",4.21,,,34.1705,-116.4028333,15:19:05,1992,06,30
"14km ENE of Desert Hot Springs, CA",4.99,,,33.9971667,-116.3565,14:38:11,1992,06,30
"8km NE of Ridgecrest, CA",4.59,,,35.679,-117.6238333,13:05:36,1992,06,30
"23km N of Yucca Valley, CA",4.32,,,34.3228333,-116.4418333,12:34:54,1992,06,30
"4km SE of Yucca Valley, CA",4.27,,,34.0906667,-116.402,12:14:49,1992,06,30
"3km SE of Yucca Valley, CA",4.49,,,34.0966667,-116.4045,11:30:29,1992,06,30
"33km NE of Boron, California",4.08,,,35.165,-117.351,02:32:12,1992,06,30
"3km ENE of Yucca Valley, CA",4.43,,,34.1266667,-116.403,00:06:08,1992,06,30
"11km ENE of Big Bear City, California",4.03,,,34.281,-116.731,20:53:56,1992,07,01
"11km E of Big Bear City, California",4.24,,,34.276,-116.729,20:46:17,1992,07,01
"14km E of Big Bear City, California",4.42,,,34.28,-116.689,17:45:46,1992,07,01
"14km E of Big Bear City, California",4.18,,,34.274,-116.692,17:07:15,1992,07,01
"11km NE of Barstow, California",4.33,,,34.973,-116.936,10:32:52,1992,07,01
"11km NE of Barstow, California",4.19,,,34.969,-116.939,10:29:47,1992,07,01
"24km N of Yucca Valley, California",5.34,6.655,,34.33,-116.464,07:40:29,1992,07,01
"5km ESE of Yucca Valley, California",4.41,,,34.097,-116.383,07:01:49,1992,07,01
"9km NE of Ridgecrest, California",4.51,,,35.677,-117.608,06:16:56,1992,07,01
"8km NE of Ridgecrest, California",4.17,,,35.673,-117.619,22:25:28,1992,07,02
"4 km S of San Simeon, California",4.14,,,35.6055,-121.1876667,13:59:20,1992,07,02
"9km NE of Ridgecrest, California",4.11,,,35.682,-117.614,07:01:04,1992,07,02
"2km NE of Big Bear Lake, California",4.1,,,34.262,-116.896,17:17:06,1992,07,03
"9km SE of Big Bear City, California",4.08,,,34.21,-116.771,04:15:50,1992,07,03
"20km SW of Ludlow, California",4.43,,,34.585,-116.301,22:33:46,1992,07,05
"21km SW of Ludlow, California",5.42,6.799,,34.583,-116.322,21:18:27,1992,07,05
"6km NE of Big Bear City, California",4.06,,,34.298,-116.805,20:03:03,1992,07,05
"15km NNE of Barstow, California",4.56,,,35.03,-116.968,10:55:43,1992,07,05
California-Nevada border region,4.4,,,36.689,-116.283,06:54:12,1992,07,05
"2 km SSE of Dyer, Nevada",4.0,,,37.648,-118.056,06:16:18,1992,07,05
"10km E of Desert Hot Springs, California",4.07,,,33.945,-116.399,05:49:38,1992,07,05
"6km SE of Yucca Valley, California",4.44,,,34.082,-116.379,19:41:37,1992,07,06
"38km N of Yucca Valley, California",4.26,,,34.457,-116.477,18:06:36,1992,07,06
"6km ESE of Yucca Valley, California",4.43,,,34.092,-116.37,12:00:59,1992,07,06
"26km N of Yucca Valley, California",4.42,,,34.342,-116.468,22:09:28,1992,07,07
"7km SE of Yucca Valley, California",4.14,,,34.069,-116.382,08:21:03,1992,07,07
"22km SW of Ludlow, California",4.32,,,34.604,-116.351,08:05:38,1992,07,08
"23km SW of Ludlow, California",4.91,,,34.575,-116.336,02:23:11,1992,07,08
"6km SE of Big Bear City, California",4.18,,,34.217,-116.809,12:23:17,1992,07,09
"4km S of Big Bear City, California",4.17,,,34.225,-116.844,02:34:35,1992,07,09
"3km SSE of Big Bear City, California",4.87,4.644,,34.239,-116.837,01:43:57,1992,07,09
"4km E of Yucca Valley, California",4.0,,,34.12,-116.394,02:41:14,1992,07,10
"3km S of Big Bear City, California",4.22,,,34.232,-116.846,01:29:40,1992,07,10
"12km NW of California City, California",5.67,6.883,,35.21,-118.067,18:14:16,1992,07,11
"14 km SE of Silver Springs, Nevada",4.1,,,39.315,-119.112,20:09:31,1992,07,20
"48km WSW of Hawthorne, Nevada",4.1,,,38.318,-119.105,20:09:31,1992,07,20
"12km NNE of Barstow, California",4.68,,,34.991,-116.948,13:13:19,1992,07,20
"11km NE of Barstow, California",4.55,,,34.97,-116.939,04:48:01,1992,07,20
"9km N of Yucca Valley, California",4.14,,,34.195,-116.431,04:08:23,1992,07,20
"10km NNW of Morongo Valley, California",4.11,,,34.133,-116.603,23:22:10,1992,07,21
"8km SE of Big Bear City, California",4.0,,,34.219,-116.771,21:10:29,1992,07,21
"13km NE of Thousand Palms, California",4.96,,,33.901,-116.285,18:14:36,1992,07,24
"15km NNE of Thousand Palms, California",4.83,,,33.937,-116.306,04:31:59,1992,07,25
"25km E of Coso Junction, California",4.03,,,36.088,-117.672,22:10:59,1992,07,27
"5km NW of Progreso, B.C., MX",4.03,,,32.61,-115.627,20:40:08,1992,07,27
"2km E of Yucca Valley, California",4.6,,,34.112,-116.415,18:27:03,1992,07,28
"5km ESE of Yucca Valley, California",4.0,,,34.102,-116.384,19:06:12,1992,08,04
"22 km SE of Alamo, Nevada",4.6,,,37.243,-114.968,13:37:27,1992,08,04
"11km NE of Barstow, California",4.79,,,34.979,-116.952,22:22:40,1992,08,05
"35km WSW of Ludlow, California",4.09,,,34.646,-116.53,15:41:54,1992,08,05
"15km NNE of Barstow, California",4.13,,,35.025,-116.968,16:50:59,1992,08,06
"29km N of Yucca Valley, California",4.57,,,34.376,-116.459,15:37:43,1992,08,08
"8km SE of Yucca Valley, California",4.3,,,34.06,-116.374,06:11:17,1992,08,11
"4km SE of Yucca Valley, California",4.73,,,34.087,-116.403,08:24:14,1992,08,15
"7km SE of Big Bear Lake, California",5.23,6.192,,34.195,-116.863,20:41:52,1992,08,17
"7km SE of Big Bear Lake, California",4.14,,,34.197,-116.862,09:46:40,1992,08,18
"15km NNE of Barstow, California",4.11,,,35.032,-116.99,06:40:44,1992,08,23
"7km ENE of Big Bear City, California",4.29,,,34.274,-116.774,13:51:46,1992,08,24
"8km WNW of Alberto Oviedo Mota, B.C., MX",4.08,,,32.242,-115.253,21:30:30,1992,08,29
"38km N of Yucca Valley, California",4.36,,,34.455,-116.47,09:25:40,1992,08,31
"3 km SSE of Washington, Utah",5.93,6.488,6.7,37.0998333,-113.4971667,10:26:20,1992,09,02
"15km NNE of Thousand Palms, California",4.32,,,33.947,-116.33,12:50:45,1992,09,09
"20km N of Barstow, California",4.24,,,35.076,-116.997,11:44:55,1992,09,09
"46 km ESE of Beatty, Nevada",4.0,,,36.708,-116.304,11:46:20,1992,09,13
"9km SE of Yucca Valley, California",5.26,,,34.064,-116.361,08:47:11,1992,09,15
"2 km ESE of Kettleman City, California",4.38,,,35.9966667,-119.9403333,06:14:33,1992,09,16
"59 km NE of Beatty, Nevada",4.4,,,37.207,-116.21,17:00:00,1992,09,18
"17km SSW of Fort Irwin, California",4.06,,,35.113,-116.724,18:52:33,1992,09,22
"57 km NNW of Indian Springs, Nevada",4.4,,,37.021,-115.988,15:04:00,1992,09,23
"1 km ESE of Kettleman City, California",4.2,,,36.003,-119.9433333,16:59:14,1992,09,27
"35km ENE of Lucerne Valley, California",4.59,,,34.601,-116.636,07:19:57,1992,10,02
"21 km NNW of Benton, California",4.1,,,37.993,-118.58,17:54:52,1992,10,10
"21km ENE of Barstow, California",4.52,,,34.944,-116.797,12:38:12,1992,10,11
"4 km NW of Parkfield, California",4.36,,,35.9283333,-120.474,05:28:08,1992,10,20
"10 km NNW of Smith, Nevada",4.1,,,38.889,-119.37,02:25:39,1992,10,22
"17km NNE of Barstow, California",4.11,,,35.045,-116.977,02:40:24,1992,11,25
"11km NE of Barstow, California",4.0,,,34.979,-116.952,21:41:17,1992,11,26
"11km SSE of Lucerne Valley, California",4.15,,,34.364,-116.905,18:32:24,1992,11,27
"10km NNW of Big Bear City, California",5.29,5.26,,34.34,-116.9,16:00:57,1992,11,27
"46 km WSW of Pueblo Benito García, Mexico",4.2,,,30.366,-116.382,07:12:11,1992,12,02
"10km SSE of Lucerne Valley, California",4.24,,,34.361,-116.914,12:59:42,1992,12,04
"9km SSE of Lucerne Valley, California",4.66,,,34.377,-116.918,05:25:11,1992,12,04
"9km SSE of Lucerne Valley, California",4.61,,,34.373,-116.912,05:25:07,1992,12,04
"10km SE of Lucerne Valley, California",5.26,,,34.369,-116.898,02:08:57,1992,12,04
"10km SSE of Lucerne Valley, California",4.03,,,34.362,-116.924,03:33:31,1992,12,07
"17km NNW of Joshua Tree, California",4.12,,,34.271,-116.404,01:38:34,1992,12,11
"19km ESE of Anza, California",4.01,,,33.489,-116.486,05:45:32,1992,12,29
"47 km SW of Eureka, Nevada",4.2,,,39.209,-116.355,14:17:57,1993,01,15
"9 km E of Gilroy, California",4.91,5.739,,37.0183333,-121.4631667,06:29:35,1993,01,16
"15km NNE of Barstow, California",4.5,,,35.026,-116.973,12:39:36,1993,02,11
"32km N of Yucca Valley, California",4.19,,,34.405,-116.464,07:59:33,1993,02,15
"7 km NW of Parkfield, California",4.25,,,35.9416667,-120.493,05:21:25,1993,04,04
"48km E of Big Pine, CA",4.0,,,37.106,-117.751,23:51:58,1993,05,17
"54km E of Big Pine, CA",4.61,,,37.1708333,-117.6778333,23:36:09,1993,05,17
"38km ESE of Big Pine, California",4.31,,,37.054,-117.885,23:25:35,1993,05,17
"46km E of Big Pine, California",6.1,7.518,,37.165,-117.774,23:20:50,1993,05,17
"59 km ENE of Fallon Station, Nevada",4.0,,,39.586,-118.056,08:45:02,1993,05,17
"49km ESE of Big Pine, California",4.45,,,37.063,-117.756,23:57:41,1993,05,18
"48km ESE of Big Pine, California",4.75,,,37.064,-117.763,23:48:55,1993,05,18
"47km E of Big Pine, California",4.68,,,37.152,-117.76,01:03:07,1993,05,18
"49km E of Big Pine, California",4.85,,,37.138,-117.733,14:13:23,1993,05,19
"45km E of Big Pine, California",4.41,,,37.142,-117.783,03:20:58,1993,05,19
"43km E of Big Pine, California",4.0,,,37.134,-117.802,03:17:49,1993,05,19
"23km ENE of Coso Junction, California",4.52,,,36.095,-117.702,20:14:14,1993,05,20
"21km SW of Lamont, California",5.19,5.724,,35.149,-119.104,04:47:40,1993,05,28
"43 km WNW of Indian Springs, Nevada",4.4,,,36.648,-116.148,15:21:02,1993,05,30
"11km NNE of Yucaipa, California",4.11,,,34.12,-116.995,08:55:29,1993,05,31
"14km N of Yucca Valley, California",4.01,,,34.245,-116.429,22:57:44,1993,07,08
"103 km SSE of San Felipe, Mexico",4.2,,,30.193,-114.338,02:05:20,1993,07,08
"14 km ESE of Alum Rock, California",4.67,,,37.312,-121.679,22:33:04,1993,08,11
"15 km WSW of Aspen Springs, California",4.31,,,37.5248333,-118.883,05:48:20,1993,08,11
"12km S of Joshua Tree, California",5.0,,,34.029,-116.321,01:46:38,1993,08,21
"15km W of Delta, B.C., MX",4.04,,,32.373,-115.356,11:24:26,1993,09,07
"58 km ENE of Beatty, Nevada",4.1,,,37.201,-116.21,07:01:00,1993,09,22
"9km NNE of Guadalupe Victoria, B.C., MX",4.11,,,32.365,-115.069,18:59:45,1993,10,11
"21 km NE of Soledad, California",4.12,,,36.5801667,-121.1743333,07:19:45,1993,10,11
"108km SSW of San Clemente Is. (SE tip), California",4.72,,,31.951,-118.865,21:49:45,1993,10,18
"34km E of Barstow, California",4.02,,,34.947,-116.652,09:24:07,1993,10,26
"26 km SSW of Mina, Nevada",4.1,,,38.163,-118.197,11:53:33,1993,10,29
"8 km NW of Parkfield, California",4.82,,,35.9525,-120.498,12:25:34,1993,11,14
"16km W of Delta, B.C., MX",4.09,,,32.366,-115.36,17:37:02,1993,12,20
"4 km N of Interlaken, California",4.1,,,36.9885,-121.7333333,10:53:52,1994,01,11
"7km NNE of Simi Valley, California",5.58,6.757,,34.326,-118.698,23:33:30,1994,01,17
"6km N of Pacoima, California",4.12,,,34.339,-118.442,22:31:53,1994,01,17
"6km NE of Chatsworth, California",4.85,,,34.302,-118.565,20:46:02,1994,01,17
"11km SSW of Valencia, California",4.05,,,34.368,-118.637,19:43:53,1994,01,17
"4km WSW of Northridge, California",4.63,,,34.228,-118.572,17:56:08,1994,01,17
"10km SSW of Valencia, California",4.85,,,34.376,-118.627,15:54:10,1994,01,17
"4km NW of Pacoima, California",4.14,,,34.307,-118.467,15:07:35,1994,01,17
"4km NW of Pacoima, California",4.2,,,34.304,-118.474,15:07:03,1994,01,17
"5km N of Pacoima, California",4.45,,,34.331,-118.445,14:14:30,1994,01,17
"4km NNW of Chatsworth, California",4.44,,,34.293,-118.621,13:56:02,1994,01,17
"4km NNW of Pacoima, California",4.68,,,34.318,-118.456,13:26:45,1994,01,17
"2km NW of Northridge, California",4.62,,,34.251,-118.55,13:06:28,1994,01,17
"3km NE of Chatsworth, California",4.07,,,34.277,-118.578,12:55:46,1994,01,17
"9km N of Chatsworth, California",5.2,,,34.34,-118.614,12:40:36,1994,01,17
"5km N of Granada Hills, California",4.82,,,34.32,-118.507,12:40:09,1994,01,17
"3km N of Northridge, California",4.89,,,34.265,-118.54,12:39:39,1994,01,17
"4km NW of Pacoima, California",4.44,,,34.308,-118.475,12:34:18,1994,01,17
"1km ENE of Granada Hills, California",5.89,7.407,,34.275,-118.493,12:31:58,1994,01,17
"1km NNW of Reseda, CA",6.7,8.794,8.7,34.213,-118.537,12:30:55,1994,01,17
"6km SW of Santa Clarita, California",4.84,,,34.379,-118.561,15:23:46,1994,01,18
"7km NW of Granada Hills, California",4.32,,,34.319,-118.558,13:24:44,1994,01,18
"2km N of Canoga Park, California",4.19,,,34.218,-118.607,11:35:09,1994,01,18
"9km NNW of Chatsworth, California",4.04,,,34.333,-118.623,07:23:56,1994,01,18
"11km N of Chatsworth, California",4.26,,,34.358,-118.623,04:01:26,1994,01,18
"10km ESE of Piru, California",5.24,5.8,,34.377,-118.698,00:43:08,1994,01,18
"4km SW of Santa Clarita, California",4.21,,,34.394,-118.543,00:40:04,1994,01,18
"7km SW of Santa Clarita, California",4.4,,,34.379,-118.564,00:39:35,1994,01,18
"10km SSW of Valencia, California",5.07,,,34.378,-118.619,21:11:44,1994,01,19
"8km ESE of Piru, California",5.06,,,34.379,-118.712,21:09:28,1994,01,19
"3km NE of Reseda, California",4.52,,,34.215,-118.51,14:09:14,1994,01,19
"4km N of Simi Valley, California",4.05,,,34.304,-118.737,09:13:10,1994,01,19
"10km SE of Piru, California",4.04,,,34.366,-118.709,04:43:14,1994,01,19
"9km SW of Santa Clarita, California",4.34,,,34.361,-118.571,04:40:48,1994,01,19
"2km NW of Pacoima, California",4.32,,,34.298,-118.458,18:53:44,1994,01,21
"2km NNW of Pacoima, California",4.31,,,34.302,-118.452,18:52:44,1994,01,21
"4km NW of Pacoima, California",4.25,,,34.31,-118.474,18:42:28,1994,01,21
"4km NE of Granada Hills, California",4.0,,,34.297,-118.479,18:39:47,1994,01,21
"3km NW of Pacoima, California",4.53,,,34.301,-118.466,18:39:15,1994,01,21
"6km WSW of Santa Clarita, California",4.64,,,34.393,-118.568,22:54:10,1994,01,22
"2km NNE of Pacoima, California",4.07,,,34.3,-118.428,08:55:08,1994,01,23
"11km SSW of Valencia, California",4.2,,,34.364,-118.627,05:54:21,1994,01,24
"12km SSW of Valencia, California",4.3,,,34.361,-118.628,05:50:24,1994,01,24
"9km SSW of Santa Clarita, California",4.59,,,34.347,-118.552,04:15:18,1994,01,24
"4km ENE of Chatsworth, California",4.57,,,34.273,-118.563,17:19:58,1994,01,27
"5km SSE of Santa Clarita, California",4.21,,,34.375,-118.494,20:09:53,1994,01,28
"2km NNW of Chatsworth, California",4.33,,,34.278,-118.611,12:16:56,1994,01,29
"6km NNE of Chatsworth, California",5.06,,,34.306,-118.579,11:20:35,1994,01,29
"6km NW of Furnace Creek, California",4.04,,,36.486,-116.903,00:10:08,1994,02,04
"3km NE of Granada Hills, California",4.09,,,34.292,-118.476,13:19:27,1994,02,06
"58 km WSW of San Felipe, Mexico",4.2,,,30.745,-115.353,09:06:12,1994,02,14
"7km SSE of Santa Clarita, California",4.03,,,34.357,-118.48,12:59:12,1994,02,25
"5 km WSW of Carter Springs, Nevada",4.0,,,38.838,-119.701,16:49:12,1994,03,07
"3km WNW of Panorama City, California",5.24,,,34.231,-118.475,21:20:12,1994,03,20
"35km E of Maneadero, B.C., MX",5.27,,,31.736,-116.195,02:59:14,1994,03,23
"7 km NE of Coalinga, California",4.2,,,36.1781667,-120.2968333,20:02:29,1994,03,31
"6 km NE of Coalinga, California",4.2,,,36.1838333,-120.3068333,19:59:59,1994,03,31
"2km SE of Running Springs, California",4.78,,,34.192,-117.095,19:01:04,1994,04,06
"66km E of Maneadero, B.C., MX",4.55,,,31.631,-115.882,18:32:12,1994,04,07
"18 km NNW of Coalinga, California",4.2,,,36.2968333,-120.4305,16:37:15,1994,04,21
"22 km NNE of Soledad, California",4.0,,,36.5985,-121.1975,16:45:15,1994,05,19
"5km NNW of Lake View Terrace, California",4.4,,,34.312,-118.393,12:56:57,1994,05,25
"5km NE of Pacoima, California",4.13,,,34.311,-118.398,05:59:48,1994,06,15
"17km NNW of Joshua Tree, California",4.97,,,34.268,-116.402,16:24:27,1994,06,16
"0 km NW of Kensington, California",4.0,,,37.9151667,-122.2851667,08:42:50,1994,06,26
"37 km N of Puerto Peñasco, Mexico",4.0,,,31.655,-113.48,07:02:15,1994,07,04
"34km WSW of Ludlow, California",4.85,,,34.64,-116.517,21:34:31,1994,08,01
"72 km SE of San Felipe, Mexico",4.4,,,30.511,-114.373,21:17:08,1994,08,08
"8km W of Delta, B.C., MX",4.63,,,32.342,-115.28,02:22:53,1994,08,11
"8 km ESE of Mesa Vista, California",5.1,,,38.7763333,-119.705,23:57:09,1994,09,12
"8 km SW of Carter Springs, Nevada",4.0,,,38.805,-119.701,17:14:02,1994,09,12
"10 km ENE of Markleeville, California",4.0,,,38.741,-119.679,14:24:22,1994,09,12
"4 km S of Carter Springs, Nevada",6.1,7.348,,38.819,-119.652,12:23:43,1994,09,12
"8 km ESE of Mesa Vista, California",4.2,,,38.7695,-119.7146667,06:15:44,1994,09,13
"7 km ESE of Carter Springs, Nevada",4.0,,,38.826,-119.567,07:25:26,1994,09,19
"9 km WNW of Topaz Lake, Nevada",4.5,,,38.7413333,-119.6363333,15:40:56,1994,09,20
"10 km WNW of Topaz Lake, Nevada",4.2,,,38.739,-119.646,15:38:36,1994,09,20
"10 km NW of Topaz Lake, Nevada",4.2,,,38.755,-119.633,05:17:19,1994,09,20
"11 km ENE of Markleeville, California",4.1,,,38.739,-119.669,03:37:21,1994,09,20
"6 km NW of Topaz Ranch Estates, Nevada",4.2,,,38.775,-119.558,03:17:47,1994,09,20
"11 km NE of Markleeville, California",4.0,,,38.754,-119.668,18:47:06,1994,09,21
"5 km NE of Ejido Doctor Alberto Oviedo Mota (El Indiviso), Mexico",5.2,,,32.066,-114.948,14:00:48,1994,10,03
"10 km WNW of Topaz Lake, Nevada",4.3,,,38.7438333,-119.6465,03:07:07,1994,10,10
"20km NE of Johannesburg, California",4.18,,,35.512,-117.494,00:49:58,1994,10,19
"3 km E of Carson City, Nevada",4.4,,,39.168,-119.733,20:50:59,1994,11,18
"14km S of Joshua Tree, California",4.21,,,34.012,-116.319,04:31:43,1994,11,20
"3km NW of Lake View Terrace, California",4.54,,,34.293,-118.389,03:48:34,1994,12,06
"86 km SSW of Puerto Peñasco, Mexico",4.1,,,30.593,-113.878,18:42:59,1994,12,13
"3 km NW of Parkfield, California",4.9,,,35.9176667,-120.4646667,10:27:47,1994,12,20
"7 km NE of Markleeville, California",4.0,,,38.737,-119.7186667,05:50:11,1994,12,21
"7 km ESE of Alpine Village, California",4.4,,,38.7578333,-119.7368333,00:12:02,1995,01,06
"49km SW of Primo Tapia, B.C., MX",4.25,,,31.8693333,-117.2356667,16:02:30,1995,01,29
"8 km ESE of Mesa Vista, California",4.0,,,38.7796667,-119.7086667,20:17:11,1995,02,18
"11km WNW of Malibu, California",4.34,,,34.049,-118.915,21:24:18,1995,02,19
"11 km WNW of Aspen Springs, California",4.0,,,37.5911667,-118.8336667,02:48:47,1995,03,05
"11 km WNW of Aspen Springs, California",4.2,,,37.5956667,-118.834,00:07:03,1995,03,05
"44 km SSE of Golfo de Santa Clara, Mexico",4.2,,,31.303,-114.371,17:19:31,1995,03,26
"48 km SSE of Golfo de Santa Clara, Mexico",4.2,,,31.265,-114.351,14:32:06,1995,03,26
"22 km NNE of Soledad, California",4.9,,,36.602,-121.201,08:41:36,1995,04,23
"13km NE of Thousand Palms, California",4.77,,,33.905,-116.288,11:03:33,1995,05,07
"48km WSW of Carlsbad, California",4.27,,,32.985,-117.818,21:17:36,1995,06,21
"11km SW of Valencia, California",5.02,,,34.394,-118.669,08:40:28,1995,06,26
"37 km NE of Beatty, Nevada",4.2,,,37.107,-116.415,12:34:46,1995,07,31
"19km N of Ridgecrest, California",4.32,,,35.79,-117.679,22:41:10,1995,08,17
"17km N of Ridgecrest, California",5.36,,,35.776,-117.662,22:39:58,1995,08,17
"19km N of Ridgecrest, California",4.21,,,35.791,-117.641,15:29:54,1995,08,30
"9km N of Yucca Valley, California",4.44,,,34.199,-116.438,20:27:18,1995,09,05
"19km N of Ridgecrest, California",4.24,,,35.788,-117.663,18:37:23,1995,09,11
"8 km E of San Martin, California",4.2,,,37.0971667,-121.5111667,20:36:46,1995,09,13
"16km NNE of Ridgecrest, California",4.0,,,35.755,-117.629,23:32:46,1995,09,20
"13km NNE of Ridgecrest, California",4.21,,,35.729,-117.611,23:30:34,1995,09,20
"16km NNE of Ridgecrest, California",5.75,7.476,,35.761,-117.638,23:27:36,1995,09,20
"16km N of Ridgecrest, California",4.01,,,35.761,-117.643,23:48:39,1995,09,21
"16km NNE of Ridgecrest, California",4.02,,,35.756,-117.633,07:57:41,1995,09,21
"10 km ENE of Tres Pinos, California",4.2,,,36.8163333,-121.2045,16:06:18,1995,09,22
"18 km NE of Walker Lake, Nevada",4.4,,,38.743,-118.579,14:47:21,1995,09,22
"20km WNW of Searles Valley, California",4.9,,,35.809,-117.616,04:47:29,1995,09,25
"21 km NE of Soledad, California",4.0,,,36.5763333,-121.1771667,16:44:42,1995,09,27
"14km NNE of Ridgecrest, California",4.16,,,35.742,-117.631,12:42:04,1995,10,18
"85 km SSW of Puerto Peñasco, Mexico",4.3,,,30.593,-113.854,04:04:37,1995,10,26
Central California,4.2,,,36.8045,-121.5245,23:12:33,1995,11,29
California-Nevada border region,4.86,,,38.7215,-119.635,09:00:34,1995,12,22
"8 km WNW of Topaz Lake, Nevada",4.7,,,38.7305,-119.633,05:39:56,1995,12,23
"1km SSE of Chatsworth, California",4.2,,,34.245,-118.599,09:42:58,1995,12,27
"9 km WNW of Topaz Lake, Nevada",4.8,6.1,,38.7145,-119.6545,18:28:01,1995,12,28
"13km WNW of Mojave, California",4.09,,,35.098,-118.306,21:48:23,1995,12,31
"16km N of Ridgecrest, California",5.17,,,35.761,-117.646,14:32:53,1996,01,07
"20km NNE of Ridgecrest, California",4.24,,,35.799,-117.632,10:53:39,1996,01,08
"18km NNE of Ridgecrest, California",4.36,,,35.779,-117.636,10:52:28,1996,01,08
"16km NNE of Ridgecrest, California",4.16,,,35.755,-117.62,08:57:11,1996,01,08
"13km NE of Barstow, California",4.19,,,34.994,-116.943,08:46:34,1996,01,11
"19km N of Ridgecrest, California",4.18,,,35.789,-117.664,13:06:02,1996,01,26
"9km ESE of Ensenada, B.C., MX",4.09,,,31.8451667,-116.5323333,10:21:07,1996,03,05
"11km SSW of Valencia, California",4.11,,,34.362,-118.615,07:37:59,1996,03,20
"70km WSW of Alberto Oviedo Mota, B.C., MX",4.41,,,31.901,-115.807,05:03:09,1996,03,20
"9 km ESE of Mammoth Lakes, California",4.2,,,37.628,-118.8663333,23:15:18,1996,03,30
"10 km ESE of Mammoth Lakes, California",4.2,,,37.626,-118.8585,15:22:23,1996,03,30
"10 km ESE of Mammoth Lakes, California",4.25,,,37.6253333,-118.8606667,01:50:07,1996,04,02
"2 km E of Aromas, California",4.9,,,36.8853333,-121.6133333,00:52:41,1996,04,19
"10km NNE of Simi Valley, California",4.09,,,34.354,-118.703,19:49:56,1996,05,01
"8 km ESE of East Foothills, California",4.7,,,37.3593333,-121.7223333,20:50:20,1996,05,21
"3 km NE of Topaz, California",4.3,,,38.64,-119.489,05:49:02,1996,06,27
"86km ESE of Maneadero, B.C., MX",4.35,,,31.544,-115.676,06:27:06,1996,07,07
"30km NNE of Mesquite, Nevada",4.16,,,37.05,-113.943,17:33:07,1996,07,22
"18km SW of Ludlow, California",4.3,,,34.599,-116.28,03:05:27,1996,08,14
"18km W of Delta, B.C., MX",4.05,,,32.377,-115.379,06:24:47,1996,08,30
"31 km NNW of Dyer, Nevada",4.2,,,37.942,-118.147,14:01:47,1996,10,08
"75km SW of Alberto Oviedo Mota, B.C., MX",4.17,,,31.736,-115.71,08:00:32,1996,10,17
"17km SW of Ludlow, California",4.16,,,34.604,-116.278,00:17:33,1996,10,20
"11km WNW of Ojai, California",4.07,,,34.481,-119.353,22:09:29,1996,10,23
"14km WNW of Searles Valley, California",4.46,,,35.811,-117.546,22:44:57,1996,11,07
"27km E of Coso Junction, California",5.3,,,36.075,-117.65,20:17:24,1996,11,27
"16km NNE of Thousand Palms, California",4.46,,,33.953,-116.314,01:42:43,1996,11,27
"4 km SSW of Topaz Lake, Nevada",4.6,,,38.662,-119.5626667,18:35:49,1996,12,12
"3 km S of Topaz Lake, Nevada",4.3,,,38.6628333,-119.5415,16:53:17,1996,12,13
"13 km W of Aspen Springs, California",4.2,,,37.565,-118.8605,23:26:28,1997,02,10
"12 km W of Aspen Springs, California",4.1,,,37.5698333,-118.8536667,18:13:25,1997,02,24
"20km ENE of Barstow, California",5.26,,,34.971,-116.819,15:24:47,1997,03,18
"1 km SSW of Hollister, California",4.2,,,36.8376667,-121.4091667,11:31:49,1997,03,22
"35 km NW of Benton, California",4.04,,,38.0721667,-118.7305,11:20:53,1997,04,14
"12km ESE of Piru, California",5.07,,,34.369,-118.67,10:37:30,1997,04,26
"56 km SSW of Rachel, Nevada",4.3,,,37.16,-115.937,01:49:35,1997,04,26
"11km SW of Valencia, California",4.92,,,34.377,-118.649,11:09:28,1997,04,27
"16km SSE of Bodfish, California",4.49,,,35.453,-118.431,19:12:53,1997,05,06
"57 km E of San Vicente, Mexico",4.0,,,31.346,-115.64,11:21:51,1997,06,19
"28km SE of San Clemente Is. (SE tip), California",4.53,,,32.626,-118.151,08:04:13,1997,06,20
"25km SE of San Clemente Is. (SE tip), California",4.18,,,32.685,-118.137,05:38:55,1997,06,20
"27km SE of San Clemente Is. (SE tip), California",4.76,,,32.681,-118.109,04:35:40,1997,06,20
"2km NNE of Muscoy, California",4.18,,,34.168,-117.336,21:45:25,1997,06,28
"Baja California, Mexico",4.0,,,31.281,-115.472,00:03:23,1997,07,02
"19km N of Ridgecrest, California",4.25,,,35.791,-117.638,17:49:37,1997,07,03
"16km N of Borrego Springs, California",4.89,,,33.398,-116.349,03:14:55,1997,07,26
"12 km ENE of Hawthorne, Nevada",4.4,,,38.563,-118.489,16:36:47,1997,08,21
